,Awards,Awards_Won,Awards_Nominated,Prime_Awards_Nominated,Oscar_Awards_Nominated,Golden_Globe_Awards_Nominated,BAFTA_Awards_Nominated,Prime_Awards_won,Oscar_Awards_won,Golden_Globe_Awards_won,BAFTA_Awards_won
1379,1 nomination.,0,1,0,0,0,0,0,0,0,0
1380,2 nominations.,0,2,0,0,0,0,0,0,0,0
1381,1 nomination.,0,1,0,0,0,0,0,0,0,0
1382,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
1383,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0,0
1384,1 nomination.,0,1,0,0,0,0,0,0,0,0
1385,2 wins.,2,0,0,0,0,0,0,0,0,0
1386,1 win.,1,0,0,0,0,0,0,0,0,0
1387,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1388,3 nominations.,0,3,0,0,0,0,0,0,0,0
1389,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1390,6 wins & 5 nominations.,6,5,0,0,0,0,0,0,0,0
1391,1 nomination.,0,1,0,0,0,0,0,0,0,0
1392,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1393,Nominated for 1 Primetime Emmy. Another 1 win & 6 nominations.,1,7,1,0,0,0,0,0,0,0
1394,1 nomination.,0,1,0,0,0,0,0,0,0,0
1395,1 nomination.,0,1,0,0,0,0,0,0,0,0
1396,2 wins.,2,0,0,0,0,0,0,0,0,0
1397,1 nomination.,0,1,0,0,0,0,0,0,0,0
1398,1 nomination.,0,1,0,0,0,0,0,0,0,0
1399,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
1400,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1401,1 nomination.,0,1,0,0,0,0,0,0,0,0
1402,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1403,1 win.,1,0,0,0,0,0,0,0,0,0
1404,2 nominations.,0,2,0,0,0,0,0,0,0,0
1405,1 nomination.,0,1,0,0,0,0,0,0,0,0
1406,1 nomination.,0,1,0,0,0,0,0,0,0,0
1407,1 nomination.,0,1,0,0,0,0,0,0,0,0
1408,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1409,1 nomination.,0,1,0,0,0,0,0,0,0,0
1410,1 win.,1,0,0,0,0,0,0,0,0,0
1411,2 nominations.,0,2,0,0,0,0,0,0,0,0
1412,2 nominations.,0,2,0,0,0,0,0,0,0,0
1413,2 nominations.,0,2,0,0,0,0,0,0,0,0
1414,2 nominations.,0,2,0,0,0,0,0,0,0,0
1415,1 win & 11 nominations.,1,11,0,0,0,0,0,0,0,0
1416,1 win.,1,0,0,0,0,0,0,0,0,0
1417,1 nomination.,0,1,0,0,0,0,0,0,0,0
1418,3 nominations.,0,3,0,0,0,0,0,0,0,0
1419,1 win.,1,0,0,0,0,0,0,0,0,0
1420,1 win.,1,0,0,0,0,0,0,0,0,0
1421,1 nomination.,0,1,0,0,0,0,0,0,0,0
1422,1 nomination.,0,1,0,0,0,0,0,0,0,0
1423,1 nomination.,0,1,0,0,0,0,0,0,0,0
1424,1 nomination.,0,1,0,0,0,0,0,0,0,0
1425,1 win.,1,0,0,0,0,0,0,0,0,0
1426,1 nomination.,0,1,0,0,0,0,0,0,0,0
1427,2 wins.,2,0,0,0,0,0,0,0,0,0
1428,1 nomination.,0,1,0,0,0,0,0,0,0,0
1429,1 win.,1,0,0,0,0,0,0,0,0,0
1430,1 nomination.,0,1,0,0,0,0,0,0,0,0
1431,4 wins & 7 nominations.,4,7,0,0,0,0,0,0,0,0
1432,1 nomination.,0,1,0,0,0,0,0,0,0,0
1433,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1434,1 win.,1,0,0,0,0,0,0,0,0,0
1435,1 nomination.,0,1,0,0,0,0,0,0,0,0
1436,1 nomination.,0,1,0,0,0,0,0,0,0,0
1437,2 nominations.,0,2,0,0,0,0,0,0,0,0
1438,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
1439,1 win.,1,0,0,0,0,0,0,0,0,0
1440,1 win.,1,0,0,0,0,0,0,0,0,0
1441,1 nomination.,0,1,0,0,0,0,0,0,0,0
1442,1 nomination.,0,1,0,0,0,0,0,0,0,0
1443,Nominated for 5 Oscars. Another 6 wins & 1 nomination.,6,6,0,5,0,0,0,0,0,0
1444,1 nomination.,0,1,0,0,0,0,0,0,0,0
1445,1 win.,1,0,0,0,0,0,0,0,0,0
1446,1 win.,1,0,0,0,0,0,0,0,0,0
1447,Won 18 Primetime Emmys. Another 16 wins & 60 nominations.,34,60,0,0,0,0,18,0,0,0
1448,Won 7 Primetime Emmys. Another 25 wins & 84 nominations.,32,84,0,0,0,0,7,0,0,0
1449,2 nominations.,0,2,0,0,0,0,0,0,0,0
1450,Nominated for 2 Oscars. Another 14 wins & 56 nominations.,14,58,0,2,0,0,0,0,0,0
1451,4 wins & 2 nominations.,4,2,0,0,0,0,0,0,0,0
1452,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0,0
1453,6 wins & 53 nominations.,6,53,0,0,0,0,0,0,0,0
1454,Nominated for 1 BAFTA Film Award. Another 2 wins & 28 nominations.,2,29,0,0,0,1,0,0,0,0
1455,3 wins.,3,0,0,0,0,0,0,0,0,0
1456,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
1457,3 nominations.,0,3,0,0,0,0,0,0,0,0
1458,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0,0
1459,1 nomination.,0,1,0,0,0,0,0,0,0,0
1460,1 win.,1,0,0,0,0,0,0,0,0,0
1461,4 nominations.,0,4,0,0,0,0,0,0,0,0
1462,7 nominations.,0,7,0,0,0,0,0,0,0,0
1463,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0,0
1464,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0,0
1465,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1466,Nominated for 1 Oscar. Another 8 wins & 28 nominations.,8,29,0,1,0,0,0,0,0,0
1467,2 nominations.,0,2,0,0,0,0,0,0,0,0
1468,1 nomination.,0,1,0,0,0,0,0,0,0,0
1469,1 nomination.,0,1,0,0,0,0,0,0,0,0
1470,1 nomination.,0,1,0,0,0,0,0,0,0,0
1471,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0,0
1472,17 wins & 32 nominations.,17,32,0,0,0,0,0,0,0,0
1473,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1474,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0,0
1475,17 wins & 28 nominations.,17,28,0,0,0,0,0,0,0,0
1476,2 wins & 16 nominations.,2,16,0,0,0,0,0,0,0,0
1477,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1478,Nominated for 1 Golden Globe. Another 5 wins & 39 nominations.,5,40,0,0,1,0,0,0,0,0
1479,2 nominations.,0,2,0,0,0,0,0,0,0,0
1480,3 nominations.,0,3,0,0,0,0,0,0,0,0
1481,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1482,2 nominations.,0,2,0,0,0,0,0,0,0,0
1483,Won 1 Oscar. Another 91 wins & 95 nominations.,92,95,0,0,0,0,0,1,0,0
1484,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0,0
1485,5 wins & 10 nominations.,5,10,0,0,0,0,0,0,0,0
1486,1 win.,1,0,0,0,0,0,0,0,0,0
1487,10 nominations.,0,10,0,0,0,0,0,0,0,0
1488,1 nomination.,0,1,0,0,0,0,0,0,0,0
1489,1 win.,1,0,0,0,0,0,0,0,0,0
1490,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0,0
1491,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1492,2 nominations.,0,2,0,0,0,0,0,0,0,0
1493,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0,0
1494,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1495,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
1496,Nominated for 1 BAFTA Film Award. Another 1 win & 18 nominations.,1,19,0,0,0,1,0,0,0,0
1497,1 nomination.,0,1,0,0,0,0,0,0,0,0
1498,1 nomination.,0,1,0,0,0,0,0,0,0,0
1499,Nominated for 1 Oscar. Another 9 wins & 18 nominations.,9,19,0,1,0,0,0,0,0,0
1500,1 win.,1,0,0,0,0,0,0,0,0,0
1501,Won 1 Oscar. Another 7 wins & 29 nominations.,8,29,0,0,0,0,0,1,0,0
1502,Nominated for 3 Oscars. Another 32 wins & 141 nominations.,32,144,0,3,0,0,0,0,0,0
1503,2 wins & 18 nominations.,2,18,0,0,0,0,0,0,0,0
1504,5 wins & 41 nominations.,5,41,0,0,0,0,0,0,0,0
1505,7 wins & 14 nominations.,7,14,0,0,0,0,0,0,0,0
1506,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0,0
1507,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0,0
1508,Nominated for 1 Golden Globe. Another 1 win & 44 nominations.,1,45,0,0,1,0,0,0,0,0
1509,2 nominations.,0,2,0,0,0,0,0,0,0,0
1510,Nominated for 5 Oscars. Another 47 wins & 106 nominations.,47,111,0,5,0,0,0,0,0,0
1511,Won 1 Golden Globe. Another 2 wins & 17 nominations.,3,17,0,0,0,0,0,0,1,0
1512,1 win & 10 nominations.,1,10,0,0,0,0,0,0,0,0
1513,1 nomination.,0,1,0,0,0,0,0,0,0,0
1514,2 wins.,2,0,0,0,0,0,0,0,0,0
1515,6 wins & 33 nominations.,6,33,0,0,0,0,0,0,0,0
1516,1 nomination.,0,1,0,0,0,0,0,0,0,0
1517,2 nominations.,0,2,0,0,0,0,0,0,0,0
1518,3 nominations.,0,3,0,0,0,0,0,0,0,0
1519,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1520,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1521,1 nomination.,0,1,0,0,0,0,0,0,0,0
1522,6 wins.,6,0,0,0,0,0,0,0,0,0
1523,1 nomination.,0,1,0,0,0,0,0,0,0,0
1524,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1525,7 nominations.,0,7,0,0,0,0,0,0,0,0
1526,2 wins.,2,0,0,0,0,0,0,0,0,0
1527,Won 9 Primetime Emmys. Another 17 wins & 17 nominations.,26,17,0,0,0,0,9,0,0,0
1528,1 win.,1,0,0,0,0,0,0,0,0,0
1529,1 nomination.,0,1,0,0,0,0,0,0,0,0
1530,1 win.,1,0,0,0,0,0,0,0,0,0
1531,Nominated for 1 Oscar. Another 2 wins & 49 nominations.,2,50,0,1,0,0,0,0,0,0
1532,5 nominations.,0,5,0,0,0,0,0,0,0,0
1533,1 nomination.,0,1,0,0,0,0,0,0,0,0
1534,1 nomination.,0,1,0,0,0,0,0,0,0,0
1535,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
1536,1 win & 7 nominations.,1,7,0,0,0,0,0,0,0,0
1537,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0,0
1538,Nominated for 1 Golden Globe. Another 10 wins & 53 nominations.,10,54,0,0,1,0,0,0,0,0
1539,2 nominations.,0,2,0,0,0,0,0,0,0,0
1540,5 nominations.,0,5,0,0,0,0,0,0,0,0
1541,2 wins & 4 nominations.,2,4,0,0,0,0,0,0,0,0
1542,1 win.,1,0,0,0,0,0,0,0,0,0
1543,1 win.,1,0,0,0,0,0,0,0,0,0
1544,1 nomination.,0,1,0,0,0,0,0,0,0,0
1545,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0,0
1546,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0,0
1547,4 wins.,4,0,0,0,0,0,0,0,0,0
1548,8 wins & 22 nominations.,8,22,0,0,0,0,0,0,0,0
1549,1 nomination.,0,1,0,0,0,0,0,0,0,0
1550,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0,0
1551,1 nomination.,0,1,0,0,0,0,0,0,0,0
1552,1 win.,1,0,0,0,0,0,0,0,0,0
1553,Nominated for 5 Primetime Emmys. Another 12 nominations.,0,17,5,0,0,0,0,0,0,0
1554,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0,0
1555,2 nominations.,0,2,0,0,0,0,0,0,0,0
1556,Nominated for 7 Primetime Emmys. Another 1 win & 26 nominations.,1,33,7,0,0,0,0,0,0,0
1557,Nominated for 5 Primetime Emmys. Another 2 wins & 11 nominations.,2,16,5,0,0,0,0,0,0,0
1558,Nominated for 11 Primetime Emmys. Another 7 wins & 26 nominations.,7,37,11,0,0,0,0,0,0,0
1559,2 wins.,2,0,0,0,0,0,0,0,0,0
1560,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0,0
