asterisk,list_name,author,display_name,book_review_link,isbn10,description,publisher,rank,price,published_date,sunday_review_link,ranks_last_week,weeks_on_list,contributor,contributor_note,primary_isbn10,article_chapter_link,dagger,age_group,isbn13,primary_isbn13,title,bestsellers_date,first_chapter_link
,,Anita Brookner,,,0679434445,,,,0,,https://www.nytimes.com/1995/01/08/books/oh-to-do-something-shocking.html,,,,,,,,,9780679434443,,A Private View,,
,,Samantha Power,,,0061120146,,,,0,,https://www.nytimes.com/2002/04/14/books/turning-a-blind-eye.html,,,,,,,,,9780061120145,,A Problem from Hell: America and the Age of Genocide,,
,,Rob Warden,,,0786862947,,,,0,,https://www.nytimes.com/1998/09/20/books/books-in-brief-nonfiction-786918.html,,,,,,,,,9780786862948,,A Promise of Justice: The Eighteen-Year Fight to Save Four Innocent Men,,
0,Hardcover Fiction,Donna Leon,Hardcover Fiction,,0802119425,,Grove/Atlantic,32,0,2010-05-09,,,0,by Donna Leon,,0802119425,,0,,9780802119421,9780802119421,A QUESTION OF BELIEF,2010-04-25,
,,Ian Rankin,,,0316099244,,,,0,,https://www.nytimes.com/2004/02/22/books/paint-it-noir.html,,,,,,,,,9780316099240,,A Question of Blood: An Inspector Rebus Novel (Inspector Rebus Novels),,
,,Sarah Weddington,,,1558618120,,,,0,,https://www.nytimes.com/1992/09/27/books/she-put-the-v-in-roe-v-wade.html,,,,,,,,,9781558618121,,A Question of Choice,,
,,David Kessler,,,1586481215,,,,0,,https://www.nytimes.com/2001/03/25/books/us-v-joe-camel.html,,,,,,,,,9781586481216,,A Question Of Intent: A Great American Battle With A Deadly Industry,,
,,Benjamin Markovits,,,0393330222,,,,0,,https://www.nytimes.com/2008/12/14/books/review/Parini-t.html,,,,,,,,,9780393330229,,A Quiet Adjustment: A Novel,,
0,Hardcover Fiction,Jennifer Chiaverini,Hardcover Fiction,,,,Simon & Schuster,28,0,2009-11-22,,,0,by Jennifer Chiaverini,,1439139326,,0,,,9781439139325,A QUILTER'S HOLIDAY,2009-11-07,
,,John Jacobs,,,0520200764,,,,0,,https://www.nytimes.com/1995/11/19/books/life-of-the-party.html,,,,,,,,,9780520200760,,A Rage for Justice: The Passion and Politics of Phillip Burton,,
0,Combined Print and E-Book Fiction,Richard Castle,Combined Print & E-Book Fiction,,,Derrick Storm teams up with the F.B.I. agent April Showers to investigate the death of a senator and to find gold bars hidden by the Communist Party in the former Soviet Union; an e-book short.,Hyperion,31,0,2012-07-22,,,0,by Richard Castle,,None,,0,,,9781401304676,A RAGING STORM,2012-07-07,
0,Mass Market Paperback,Debbie Macomber,Paperback Mass-Market Fiction,,0778315517,,Mira,16,0,2015-03-22,,,0,by Debbie Macomber,,0778315517,,0,,9780778315513,9780778315513,A REAL PRINCE,2015-03-07,
0,Chapter Books,Bill Bryson,Children’s Chapter Books,,0307885151,"The wonder of science, from the Big Bang to the rise of civilization.",Delacorte,10,19.99,2009-12-27,https://www.nytimes.com/2003/05/18/books/atoms-the-size-of-peas.html,,1,by Bill Bryson,,0385738102,,0,Ages 9 to 12,9780307885159,9780385738101,A REALLY SHORT HISTORY OF NEARLY EVERYTHING,2009-12-12,
0,Hardcover Nonfiction,Deval Patrick,Hardcover Nonfiction,,0767931122,,Broadway,25,0,2011-05-01,,,0,by Deval Patrick,,0767931122,,0,,9780767931120,9780767931120,A REASON TO BELIEVE,2011-04-16,
1,Hardcover Fiction,Alan Bradley,Hardcover Fiction,,0440339863,"The 11-year-old sleuth Flavia de Luce uses her scientific knowledge to solve, among other crimes, the murder of a poacher, the disappearance of an infant and a brutal attack on an old Gypsy woman.",Delacorte,9,0,2011-02-27,https://www.nytimes.com/2011/02/13/books/review/Crime-t.html,,1,by Alan Bradley,,0385342322,,0,,9780440339861,9780385342322,A RED HERRING WITHOUT MUSTARD,2011-02-12,
0,Mass Market Paperback,Seanan McGuire,Paperback Mass-Market Fiction,,0756408091,,DAW,13,0,2015-09-20,,,0,by Seanan McGuire,,0756408091,,0,,9780756408091,9780756408091,A RED-ROSE CHAIN,2015-09-05,
,,James Alan McPherson,,,0684870207,,,,0,,https://www.nytimes.com/2000/02/27/books/dreaming-of-elsewhere.html,,,,,,,,,9780684870205,,A Region Not Home: Reflections From Exile,,
0,Trade Fiction Paperback,Robert Goolrick,Paperback Trade Fiction,https://www.nytimes.com/2009/03/19/books/19newly.html,1594133832,Complications ensue when a wealthy Wisconsin widower in 1907 advertises for a spouse.,Algonquin,19,0,2011-03-06,,,46,by Robert Goolrick,,1565129776,,0,,9781594133831,9781565129771,A RELIABLE WIFE,2011-02-19,
,,Anne Edwards,,,0816140642,,,,0,,https://www.nytimes.com/1985/11/03/books/katherine-the-greatest.html,,,,,,,,,9780816140640,,A Remarkable Woman: A Biography of Katharine Hepburn (G K Hall Large Print Book Series),,
,,Walter Cronkite,,,034541103X,,,,0,,https://www.nytimes.com/1997/01/26/books/broadcast-news.html,,,,,,,,,9780345411037,,A Reporter's Life,,
,,Wendy Shalit,,,0684863170,,,,0,,https://www.nytimes.com/1999/03/07/books/maids-of-honor.html,,,,,,,,,9780684863177,,A Return to Modesty: Discovering the Lost Virtue,,
,,Wanda E. Brunstetter,,,1620291460,,,,0,,https://www.nytimes.com/1982/08/08/books/the-widower-s-story.html,,,,,,,,,9781620291467,,A Revelation in Autumn (The Discovery - A Lancaster County Saga),,
,,Virginia Hamilton,,,0590473743,,,,0,,https://www.nytimes.com/1998/04/19/books/children-s-books-bookshelf-438529.html,,,,,,,,,9780590473743,,"A Ring of Tricksters : Animal Tales from America, the West Indies, And Africa",,
,,Donald A. Prater,,,019815755X,,,,0,,https://www.nytimes.com/1986/09/21/books/achievements-of-a-lifelong-guest.html,,,,,,,,,9780198157557,,A Ringing Glass: The Life of Rainer Maria Rilke,,
0,Hardcover Fiction,David Weber,Hardcover Fiction,,145163806X,Honor Harrington defends the Star Empire of Manticore in a new and terrible war.,Baen,3,0,2012-03-25,,,1,by David Weber,,145163806X,,0,,9781451638066,9781451638066,A RISING THUNDER,2012-03-10,
,,Elizabeth Peters,,,0061246263,"In 1910, the Peabody-Emerson clan tries to head off a holy war in Palestine; an Amelia Peabody mystery.",Morrow/HarperCollins,,0,,,,,by Elizabeth Peters,,,,,,9780061246265,,A RIVER IN THE SKY,,
,,Blaine Harden,,,0393342565,,,,0,,https://www.nytimes.com/1996/07/21/books/still-waters.html,,,,,,,,,9780393342567,,A River Lost: The Life and Death of the Columbia (Revised and Updated),,
,,Donald Worster,,,0195156358,,,,0,,https://www.nytimes.com/2001/02/18/books/fabulous-voyager.html,,,,,,,,,9780195156355,,A River Running West: The Life of John Wesley Powell,,
,,Gita Mehta,,,0679752471,,,,0,,https://www.nytimes.com/1993/06/20/books/another-india.html,,,,,,,,,9780679752479,,A River Sutra,,
,,Thomas Keneally,,,0452276551,,,,0,,https://www.nytimes.com/1995/05/14/books/a-hard-life-in-haunted-spaces.html,,,,,,,,,9780452276550,,A River Town,,
0,Mass Market Paperback,William W Johnstone with JA Johnstone,Paperback Mass-Market Fiction,,0786031387,"Attempting to rescue their leader, outlaws cause a train accident in the Rockies. As the Jensens and MacCallisters frantically make their way to the scene, Matt Jensen struggles to help the survivors.",Pinnacle/Kensington,22,0,2012-11-18,,,0,by William W. Johnstone with J.A. Johnstone,,0786031387,,0,,9780786031382,9780786031382,A ROCKY MOUNTAIN CHRISTMAS,2012-11-03,
0,Combined Print and E-Book Fiction,Sarah MacLean,Combined Print & E-Book Fiction,,0062065386,"Lord Bourne gambled away his family's fortune and now runs an exclusive London gaming establishment. He marries Lady Penelope Marbury in order to gain access to her dowry, but is surprised by love.",HarperCollins Publishers,26,0,2012-03-18,,,0,by Sarah MacLean,,0062065386,,0,,9780062065384,9780062065384,A ROGUE BY ANY OTHER NAME,2012-03-03,
,,Johanna Lindsey,,,1416599037,A young lady’s first brush with intrigue at the court of Queen Victoria.,Pocket,,0,,,,,by Johanna Lindsey,,,,,,9781416599036,,A ROGUE OF MY OWN,,
,,Michael Troyan,,,0813120942,,,,0,,https://www.nytimes.com/1999/01/31/books/books-in-brief-nonfiction-987336.html,,,,,,,,,9780813120942,,A Rose for Mrs. Miniver: The Life of Greer Garson,,
,,Stella Tillyard,,https://www.nytimes.com/2006/12/27/books/27grim.2.html,140006371X,,,,0,,https://www.nytimes.com/2006/12/31/books/review/Schiff.t.html,,,,,,,,,9781400063710,,A Royal Affair: George III and His Scandalous Siblings,,
,,Louise Penny,,,,,St. Martin’s Minotaur,,0,,,,,by Louise Penny,,,,,,,,A RULE AGAINST MURDER,,
,,Karl Sabbagh,,,0306810603,,,,0,,https://www.nytimes.com/2000/08/13/books/up-the-garden-path.html,,,,,,,,,9780306810602,,A Rum Affair: A True Story Of Botanical Fraud,,
,,Anna Politkovskaya,,,1400066824,,,,0,,https://www.nytimes.com/2007/07/01/books/review/Meier-t.html,,,,,,,,,9781400066827,,"A Russian Diary: A Journalist's Final Account of Life, Corruption, and Death in Putin's Russia",,
,,Wolfgang G. Koeppen,,,0393057186,,,,0,,https://www.nytimes.com/2003/07/20/books/books-in-brief-fiction-poetry-475335.html,,,,,,,,,9780393057188,,A Sad Affair: A Novel,,
,,Henry Grunwald,,,1400061490,,,,0,,https://www.nytimes.com/2004/01/25/books/books-in-brief-fiction-poetry-989843.html,,,,,,,,,9781400061495,,"A Saint, More or Less: A Novel",,
,,Jimmy Buffett,,,031605996X,,,,0,,https://www.nytimes.com/2004/11/28/books/review/28FRIEDMA.html,,,,,,,,,9780316059961,,A Salty Piece of Land,,
,,Ladette Randolph,,,0803236301,,,,0,,https://www.nytimes.com/2009/05/17/books/review/Scheeres-t.html,,,,,,,,,9780803236301,,A Sandhills Ballad,,
,,Ronald Wright,,,0312181728,,,,0,,https://www.nytimes.com/1998/03/15/books/there-ll-always-be.html,,,,,,,,,9780312181727,,A Scientific Romance: A Novel,,
0,Mass Market Paperback,Sarah MacLean,Paperback Mass-Market Fiction,,0062465848,"To avert scandal, a sheltered ward turns to a pomp-resistant duke.",Avon,12,0,2016-09-18,,,0,by Sarah MacLean,,0062379429,,0,,9780062465849,9780062379429,A SCOT IN THE DARK,2016-09-03,
,,Donna Leon,,,,,Penguin,,0,,,,,by Donna Leon,,,,,,,,A SEA OF TROUBLES,,
,,Stacey D'Erasmo,,,0618618872,,,,0,,https://www.nytimes.com/2004/08/15/books/the-empty-room.html,,,,,,,,,9780618618873,,A Seahorse Year,,
,,Marilyn French,,,0345412680,,,,0,,https://www.nytimes.com/1998/10/18/books/books-in-brief-nonfiction-261840.html,,,,,,,,,9780345412683,,A Season in Hell: A Memoir,,
,,Debbie Macomber,,,0062072390,,Avon,,0,,,,,by Debbie Macomber,,,,,,9780062072399,,A SEASON OF ANGELS,,
,,Mary Balogh,,,0385343302,The young widow of an elderly duke falls in love with the scandalous Constantine Huxtable; the final book in the Huxtable family series.,Dell,,0,,,,,by Mary Balogh,,,,,,9780385343305,,A SECRET AFFAIR,,
,,Ed Moloney,,,0393325024,,,,0,,https://www.nytimes.com/2002/11/10/books/bleeding-ireland.html,,,,,,,,,9780393325027,,A Secret History of the IRA,,
0,Trade Fiction Paperback,Tatiana de Rosnay,Paperback Trade Fiction,,1594134774,"A Parisian brother and sister return to the island of their childhood summers, triggering a deeply disturbing memory.",St. Martin’s Griffin,20,14.99,2011-10-02,,,1,by Tatiana de Rosnay,,0312553498,,0,,9781594134777,9780312553494,A SECRET KEPT,2011-09-17,
,,Bruno Bettelheim,,,0394722957,,,,0,,https://www.nytimes.com/1982/05/16/books/a-second-opinion.html,,,,,,,,,9780394722955,,A Secret Symmetry: Sabina Spielrein Between Jung and Freud- The Untold Story of the Woman Who Changed the Early History ,,
,,Charles Taylor,,,0674026764,,,,0,,https://www.nytimes.com/2007/12/16/books/review/Diggins-t.html,,,,,,,,,9780674026766,,A Secular Age,,
,,Cathy Maxwell,,,,,Avon,,0,,,,,by Cathy Maxwell,,,,,,,,A SEDUCTION AT CHRISTMAS,,
,,Steven Kolpan,,,0415920051,,,,0,,https://www.nytimes.com/1999/11/14/books/books-in-brief-nonfiction-298417.html,,,,,,,,,9780415920056,,A Sense of Place: An Intimate Portrait of the Niebaum-Coppola Winery and the Napa Valley,,
,,Alan Lightman,,,1400078199,,,,0,,https://www.nytimes.com/2005/02/13/books/review/13HARRS.html,,,,,,,,,9781400078196,,A Sense of the Mysterious: Science and the Human Spirit,,
,,John P Kotter,,,,A professor and leadership expert on how to elicit an earnest response from employees and make change within an organization go more smoothly.,Harvard Business School,,0,,,,,by John P. Kotter,,,,,,,,A SENSE OF URGENCY,,
,,Robert Hicks,,,,,Grand Central,,0,,,,,by Robert Hicks,,,,,,,,A SEPARATE COUNTRY,,
0,Series Books,Lemony Snicket,Children’s Series,,0061757187,The three Baudelaire siblings find misfortune everywhere they turn.,HarperCollins Publishers,6,0,2017-01-29,https://www.nytimes.com/2006/10/22/books/review/Alford.t.html,,140,by Lemony Snicket,,0061757098,,0,,9780061757181,9780061757099,A SERIES OF UNFORTUNATE EVENTS,2017-01-14,
,,Lemony Snicket,,,0439451299,,,,0,,https://www.nytimes.com/2001/06/17/books/children-s-books-bookshelf-692182.html,,,,,,,,,9780439451291,,"A series of Unfortunate Events, book the Seventh the Vile Village",,
0,Trade Fiction Paperback,Craig Johnson,Paperback Trade Fiction,,014312546X,The search for a boy’s mother leads to a heavily armed polygamist group; a Walt Longmire mystery.,Penguin,25,0,2014-05-18,,,0,by Craig Johnson,,014312546X,,0,,9780143125464,9780143125464,A SERPENT'S TOOTH,2014-05-03,
,,Gary Marmorstein,,,1416594256,,,,0,,https://www.nytimes.com/2012/12/02/books/review/lorenz-hart-biography-by-gary-marmorstein.html,,,,,,,,,9781416594253,,A Ship Without A Sail: The Life of Lorenz Hart,,
0,Hardcover Fiction,Laurell K Hamilton,Hardcover Fiction,,0698146638,"In the ninth Meredith Gentry paranormal romance, Merry must save herself and her triplets from Taranis, King of Light and Illusion.",Berkley,5,0,2014-06-22,,,1,by Laurell K. Hamilton,,0425255662,,0,,9780698146631,9780425255667,A SHIVER OF LIGHT,2014-06-07,
,,"Nicole ""Snooki"" Polizzi",,,1451623747,,Gallery,,0,,,,,"by Nicole ""Snooki"" Polizzi",,,,,,9781451623741,,A SHORE THING,,
0,Science,David B Agus with Kristin Loberg,Science,,1442364785,A doctor recommends daily habits for healthy living.,Simon & Schuster,5,0,2014-04-13,,,0,by David B. Agus with Kristin Loberg,,1476730954,,0,,9781442364783,9781476730950,A SHORT GUIDE TO A LONG LIFE,2014-03-29,
,,T. R. Pearson,,,014200362X,,,,0,,https://www.nytimes.com/1985/07/07/books/craxy-nights-and-days-in-neely.html,,,,,,,,,9780142003626,,A Short History of a Small Place,,
,,John Kenneth Galbraith,,,0140238565,,,,0,,https://www.nytimes.com/1993/07/18/books/the-rich-are-luckier-than-you-and-me.html,,,,,,,,,9780140238563,,A Short History of Financial Euphoria (Penguin business),,
,,Karen Armstrong,,,184195800X,,,,0,,https://www.nytimes.com/2005/12/11/books/review/11alexander.html,,,,,,,,,9781841958002,,"A Short History of Myth (Myths, The)",,
,,Mark Caldwell,,https://www.nytimes.com/1999/07/13/books/books-of-the-times-picking-apart-manners-morals-and-misbehavior.html,0312263899,,,,0,,https://www.nytimes.com/1999/09/12/books/well-excuse-me.html,,,,,,,,,9780312263898,,"A Short History of Rudeness: Manners, Morals, and Misbehavior in Modern America",,
,,Alan Jenkins,,,080213811X,,,,0,,https://www.nytimes.com/2002/01/20/books/books-in-brief-fiction-poetry-087920.html,,,,,,,,,9780802138118,,A Short History of Snakes: New and Collected Poems,,
0,E-Book Nonfiction,Christopher Lascelles,E-Book Nonfiction,,1909979228,"A concise overview, with 32 maps.",Crux,20,0,2014-07-13,,,2,by Christopher Lascelles,,None,,0,,9781909979222,9780957111615,A SHORT HISTORY OF THE WORLD,2014-06-28,
,,Rod Phillips,,,0066212820,,,,0,,https://www.nytimes.com/2002/01/13/books/liquid-grapes.html,,,,,,,,,9780066212821,,A Short History of Wine,,
,,Kate Walbert,,,141659499X,,Scribner,,0,,https://www.nytimes.com/2009/06/14/books/review/Cohen-t.html,,,by Kate Walbert,,,,,,9781416594994,,A SHORT HISTORY OF WOMEN,,https://www.nytimes.com/2009/06/14/books/chapter-short-history-of-women.html
,,George Johnson,,,0375726187,,,,0,,https://www.nytimes.com/2003/04/06/books/quantum-weirdness.html,,,,,,,,,9780375726187,,A Shortcut Through Time: The Path to the Quantum Computer,,
,,Ted Morgan,,,0671794396,,,,0,,https://www.nytimes.com/1995/04/23/books/in-short-nonfiction-533095.html,,,,,,,,,9780671794392,,A Shovel of Stars: The Making of the American West 1800 to the Present,,
,,Philip C Stead,,,1596434023,Animals care for a zookeeper.,Roaring Brook,,16.99,,https://www.nytimes.com/2010/11/07/books/review/VonDrasek-t.html,,,by Philip C. Stead. Illustrated by Erin E. Stead,Illustrated by Erin E. Stead,,,,Ages 2 to 6,9781596434028,,A SICK DAY FOR AMOS McGEE,,
,,Amy Clampitt,,,0679750223,,,,0,,https://www.nytimes.com/1994/05/15/books/trying-to-get-god-s-attention.html,,,,,,,,,9780679750222,,A Silence Opens: Poems,,
0,Manga,Yoshitoki Oima,Manga,,1632360616,A deaf girl and the boy who bullied her in grade school cross paths again six years later.,Kodansha Comics,4,0,2016-05-08,,,1,by Yoshitoki Oima,,1632360616,,0,,9781632360618,9781632360618,"A SILENT VOICE, VOL. 6",2016-04-23,
0,Manga,Yoshitoki Oima,Manga,,1632362228,"In the final volume, Shoya reconciles with his friends and they complete their film project.",Kodansha Comics,2,0,2016-06-19,,,1,by Yoshitoki Oima,,1632362228,,0,,9781632362223,9781632362223,"A SILENT VOICE, VOL. 7",2016-06-04,
0,Paperback Advice,John Kralik,Paperback Advice & Misc.,,1401310710,Saying thanks alters lives.,Hyperion,8,13.99,2012-01-22,,,1,by John Kralik,,1401310710,,1,,9781401310714,9781401310714,A SIMPLE ACT OF GRATITUDE,2012-01-07,
,,Mike Huckabee,,,1595230629,Christmas memories from the former Arkansas governor and Republican presidential aspirant.,Sentinel,,19.95,,,,,by Mike Huckabee,,,,,,9781595230621,,A SIMPLE CHRISTMAS,,
,,Mike Huckabee,,,1595230734,The ex-governor of Arkansas proposes 12 things he says Americans need from the federal government.,Sentinel,,0,,,,,by Mike Huckabee,,,,,,9781595230737,,A SIMPLE GOVERNMENT,,
,,Scott Smith,,,0307279952,,,,0,,https://www.nytimes.com/1993/09/19/books/choosing-evil.html,,,,,,,,,9780307279958,,A Simple Plan,,
,,Elizabeth Inchbald,,,0736950060,,,,0,,https://www.nytimes.com/1985/12/22/books/blind-beggars-and-incestuous-passions.html,,,,,,,,,9780736950060,,A Simple Story (Oxford World's Classics),,
,,Linda Sue Park,,,0547534264,,,,0,,https://www.nytimes.com/2002/02/10/books/children-s-books-400807.html,,,,,,,,,9780547534268,,A Single Shard,,
,,Yikai Li,,,0316956392,,,,0,,https://www.nytimes.com/1993/02/28/books/22-years-as-a-class-enemy.html,,,,,,,,,9780316956390,,"A Single Tear: A Family's Persecution, Love, and Endurance in Communist China",,
0,E-Book Nonfiction,Janny Scott,E-Book Nonfiction,,1594487979,"A biography of Barack Obama’s late mother, Stanley Ann Dunham, an anthropologist and development consultant.",Riverhead,14,0,2011-05-22,,,1,by Janny Scott,,None,,0,,9781594487972,9781101513903,A SINGULAR WOMAN,2011-05-07,
,,Damon Galgut,,,014007077X,,,,0,,https://www.nytimes.com/1985/03/31/books/the-evil-that-boys-do.html,,,,,,,,,9780140070774,,A Sinless Season,,
